호선,역번호,역명,상하선,승강장위치,연단간격,승강장선형
1,120,부전,상선,다대포해수욕장행 4-1,좁음,직선
1,120,부전,상선,다대포해수욕장행 4-2,좁음,직선
1,120,부전,상선,다대포해수욕장행 4-3,좁음,직선
1,120,부전,상선,다대포해수욕장행 5-1,좁음,직선
1,120,부전,상선,다대포해수욕장행 5-2,좁음,직선
1,120,부전,상선,다대포해수욕장행 5-3,좁음,직선
1,120,부전,상선,다대포해수욕장행 6-1,좁음,직선
1,120,부전,상선,다대포해수욕장행 6-2,좁음,직선
1,120,부전,상선,다대포해수욕장행 6-3,좁음,직선
1,120,부전,상선,다대포해수욕장행 7-1,좁음,직선
1,120,부전,상선,다대포해수욕장행 7-2,좁음,직선
1,120,부전,상선,다대포해수욕장행 7-3,좁음,직선
1,120,부전,상선,다대포해수욕장행 8-1,좁음,직선
1,120,부전,상선,다대포해수욕장행 8-2,좁음,직선
1,120,부전,상선,다대포해수욕장행 8-3,좁음,직선
1,120,부전,하선,노포행 1-1,좁음,직선
1,120,부전,하선,노포행 1-2,좁음,직선
1,120,부전,하선,노포행 1-3,좁음,직선
1,120,부전,하선,노포행 2-1,좁음,직선
1,120,부전,하선,노포행 2-2,좁음,직선
1,120,부전,하선,노포행 2-3,좁음,직선
1,120,부전,하선,노포행 3-1,좁음,직선
1,120,부전,하선,노포행 3-2,좁음,직선
1,120,부전,하선,노포행 3-3,좁음,직선
1,120,부전,하선,노포행 4-1,좁음,직선
1,120,부전,하선,노포행 4-2,좁음,직선
1,120,부전,하선,노포행 4-3,좁음,직선
1,120,부전,하선,노포행 5-1,좁음,직선
1,120,부전,하선,노포행 5-2,좁음,직선
1,120,부전,하선,노포행 5-3,좁음,직선
1,120,부전,하선,노포행 6-1,좁음,직선
1,120,부전,하선,노포행 6-2,좁음,직선
1,120,부전,하선,노포행 6-3,좁음,직선
1,120,부전,하선,노포행 7-1,좁음,직선
1,120,부전,하선,노포행 7-2,좁음,직선
1,120,부전,하선,노포행 7-3,좁음,직선
1,120,부전,하선,노포행 8-1,좁음,직선
1,120,부전,하선,노포행 8-2,좁음,직선
1,120,부전,하선,노포행 8-3,좁음,직선
1,121,양정,상선,다대포해수욕장행 1-1,좁음,직선
1,121,양정,상선,다대포해수욕장행 1-2,좁음,직선
1,121,양정,상선,다대포해수욕장행 1-3,좁음,직선
1,121,양정,상선,다대포해수욕장행 2-1,좁음,직선
1,121,양정,상선,다대포해수욕장행 2-2,좁음,직선
1,121,양정,상선,다대포해수욕장행 2-3,좁음,직선
1,121,양정,상선,다대포해수욕장행 3-1,좁음,직선
1,121,양정,상선,다대포해수욕장행 3-2,좁음,직선
1,121,양정,상선,다대포해수욕장행 3-3,좁음,직선
1,121,양정,상선,다대포해수욕장행 4-1,좁음,직선
1,121,양정,상선,다대포해수욕장행 4-2,좁음,직선
1,121,양정,상선,다대포해수욕장행 4-3,좁음,직선
1,121,양정,상선,다대포해수욕장행 5-1,좁음,직선
1,121,양정,상선,다대포해수욕장행 5-2,좁음,직선
1,121,양정,상선,다대포해수욕장행 5-3,좁음,직선
1,121,양정,상선,다대포해수욕장행 6-1,좁음,직선
1,121,양정,상선,다대포해수욕장행 6-2,좁음,직선
1,121,양정,상선,다대포해수욕장행 6-3,좁음,직선
1,121,양정,상선,다대포해수욕장행 7-1,좁음,직선
1,121,양정,상선,다대포해수욕장행 7-2,좁음,직선
1,121,양정,상선,다대포해수욕장행 7-3,좁음,직선
1,121,양정,상선,다대포해수욕장행 8-1,좁음,직선
1,121,양정,상선,다대포해수욕장행 8-2,좁음,직선
1,121,양정,상선,다대포해수욕장행 8-3,좁음,직선
1,121,양정,하선,노포행 1-1,좁음,직선
1,121,양정,하선,노포행 1-2,좁음,직선
1,121,양정,하선,노포행 1-3,좁음,직선
1,121,양정,하선,노포행 2-1,좁음,직선
1,121,양정,하선,노포행 2-2,좁음,직선
1,121,양정,하선,노포행 2-3,좁음,직선
1,121,양정,하선,노포행 3-1,좁음,직선
1,121,양정,하선,노포행 3-2,좁음,직선
1,121,양정,하선,노포행 3-3,좁음,직선
1,121,양정,하선,노포행 4-1,좁음,직선
1,121,양정,하선,노포행 4-2,좁음,직선
1,121,양정,하선,노포행 4-3,좁음,직선
1,121,양정,하선,노포행 5-1,좁음,직선
1,121,양정,하선,노포행 5-2,좁음,직선
1,121,양정,하선,노포행 5-3,좁음,직선
1,121,양정,하선,노포행 6-1,좁음,직선
1,121,양정,하선,노포행 6-2,좁음,직선
1,121,양정,하선,노포행 6-3,좁음,직선
1,121,양정,하선,노포행 7-1,좁음,직선
1,121,양정,하선,노포행 7-2,좁음,직선
1,121,양정,하선,노포행 7-3,좁음,직선
1,121,양정,하선,노포행 8-1,좁음,직선
1,121,양정,하선,노포행 8-2,좁음,직선
1,121,양정,하선,노포행 8-3,좁음,직선
1,122,시청,상선,다대포해수욕장행 1-1,좁음,직선
1,122,시청,상선,다대포해수욕장행 1-2,좁음,직선
1,122,시청,상선,다대포해수욕장행 1-3,좁음,직선
1,122,시청,상선,다대포해수욕장행 2-1,좁음,직선
1,122,시청,상선,다대포해수욕장행 2-2,좁음,직선
1,122,시청,상선,다대포해수욕장행 2-3,좁음,직선
1,122,시청,상선,다대포해수욕장행 3-1,좁음,직선
1,122,시청,상선,다대포해수욕장행 3-2,좁음,직선
1,122,시청,상선,다대포해수욕장행 3-3,좁음,직선
1,122,시청,상선,다대포해수욕장행 4-1,좁음,직선
1,122,시청,상선,다대포해수욕장행 4-2,좁음,직선
1,122,시청,상선,다대포해수욕장행 4-3,좁음,직선
1,122,시청,상선,다대포해수욕장행 5-1,좁음,직선
1,122,시청,상선,다대포해수욕장행 5-2,좁음,직선
1,122,시청,상선,다대포해수욕장행 5-3,좁음,직선
1,122,시청,상선,다대포해수욕장행 6-1,좁음,직선
1,122,시청,상선,다대포해수욕장행 6-2,좁음,직선
1,122,시청,상선,다대포해수욕장행 6-3,좁음,직선
1,122,시청,상선,다대포해수욕장행 7-1,좁음,직선
1,122,시청,상선,다대포해수욕장행 7-2,좁음,직선
1,122,시청,상선,다대포해수욕장행 7-3,좁음,직선
1,122,시청,상선,다대포해수욕장행 8-1,좁음,직선
1,122,시청,상선,다대포해수욕장행 8-2,좁음,직선
1,122,시청,상선,다대포해수욕장행 8-3,좁음,직선
1,122,시청,하선,노포행 1-1,좁음,직선
1,122,시청,하선,노포행 1-2,좁음,직선
1,122,시청,하선,노포행 1-3,좁음,직선
1,122,시청,하선,노포행 2-1,좁음,직선
1,122,시청,하선,노포행 2-2,좁음,직선
1,122,시청,하선,노포행 2-3,좁음,직선
1,122,시청,하선,노포행 3-1,좁음,직선
1,122,시청,하선,노포행 3-2,좁음,직선
1,122,시청,하선,노포행 3-3,좁음,직선
1,122,시청,하선,노포행 4-1,좁음,직선
1,122,시청,하선,노포행 4-2,좁음,직선
1,122,시청,하선,노포행 4-3,좁음,직선
1,122,시청,하선,노포행 5-1,좁음,직선
1,122,시청,하선,노포행 5-2,좁음,직선
1,122,시청,하선,노포행 5-3,좁음,직선
1,122,시청,하선,노포행 6-1,좁음,직선
1,122,시청,하선,노포행 6-2,좁음,직선
1,122,시청,하선,노포행 6-3,좁음,직선
1,122,시청,하선,노포행 7-1,좁음,직선
1,122,시청,하선,노포행 7-2,좁음,직선
1,122,시청,하선,노포행 7-3,좁음,직선
1,122,시청,하선,노포행 8-1,좁음,직선
1,122,시청,하선,노포행 8-2,좁음,직선
1,122,시청,하선,노포행 8-3,좁음,직선
1,123,1연산,상선,다대포해수욕장행 1-1,보통,곡선
1,123,1연산,상선,다대포해수욕장행 1-2,좁음,곡선
1,123,1연산,상선,다대포해수욕장행 1-3,보통,곡선
1,123,1연산,상선,다대포해수욕장행 2-1,보통,곡선
1,123,1연산,상선,다대포해수욕장행 2-2,좁음,곡선
1,123,1연산,상선,다대포해수욕장행 2-3,보통,곡선
1,123,1연산,상선,다대포해수욕장행 3-1,보통,곡선
1,123,1연산,상선,다대포해수욕장행 3-2,좁음,곡선
1,123,1연산,상선,다대포해수욕장행 3-3,보통,곡선
1,123,1연산,상선,다대포해수욕장행 4-1,보통,곡선
1,123,1연산,상선,다대포해수욕장행 4-2,좁음,곡선
1,123,1연산,상선,다대포해수욕장행 4-3,보통,곡선
1,123,1연산,상선,다대포해수욕장행 5-1,보통,곡선
1,123,1연산,상선,다대포해수욕장행 5-2,좁음,곡선
1,123,1연산,상선,다대포해수욕장행 5-3,보통,곡선
1,123,1연산,상선,다대포해수욕장행 6-1,보통,곡선
1,123,1연산,상선,다대포해수욕장행 6-2,좁음,곡선
1,123,1연산,상선,다대포해수욕장행 6-3,보통,곡선
1,123,1연산,상선,다대포해수욕장행 7-1,보통,곡선
1,123,1연산,상선,다대포해수욕장행 7-2,좁음,곡선
1,123,1연산,상선,다대포해수욕장행 7-3,보통,곡선
1,123,1연산,상선,다대포해수욕장행 8-1,보통,곡선
1,123,1연산,상선,다대포해수욕장행 8-2,좁음,곡선
1,123,1연산,상선,다대포해수욕장행 8-3,보통,곡선
1,123,1연산,하선,노포행 1-1,넓음,곡선
1,123,1연산,하선,노포행 1-2,넓음,곡선
1,123,1연산,하선,노포행 1-3,보통,곡선
1,123,1연산,하선,노포행 2-1,보통,곡선
1,123,1연산,하선,노포행 2-2,넓음,곡선
1,123,1연산,하선,노포행 2-3,보통,곡선
1,123,1연산,하선,노포행 3-1,보통,곡선
1,123,1연산,하선,노포행 3-2,넓음,곡선
1,123,1연산,하선,노포행 3-3,보통,곡선
1,123,1연산,하선,노포행 4-1,보통,곡선
1,123,1연산,하선,노포행 4-2,넓음,곡선
1,123,1연산,하선,노포행 4-3,보통,곡선
1,123,1연산,하선,노포행 5-1,보통,곡선
1,123,1연산,하선,노포행 5-2,넓음,곡선
1,123,1연산,하선,노포행 5-3,보통,곡선
1,123,1연산,하선,노포행 6-1,보통,곡선
1,123,1연산,하선,노포행 6-2,넓음,곡선
1,123,1연산,하선,노포행 6-3,보통,곡선
1,123,1연산,하선,노포행 7-1,보통,곡선
1,123,1연산,하선,노포행 7-2,넓음,곡선
1,123,1연산,하선,노포행 7-3,보통,곡선
1,123,1연산,하선,노포행 8-1,보통,곡선
1,123,1연산,하선,노포행 8-2,넓음,곡선
1,123,1연산,하선,노포행 8-3,넓음,곡선
1,124,교대,상선,다대포해수욕장행 1-1,좁음,곡선
1,124,교대,상선,다대포해수욕장행 1-2,좁음,곡선
1,124,교대,상선,다대포해수욕장행 1-3,좁음,곡선
1,124,교대,상선,다대포해수욕장행 2-1,좁음,곡선
1,124,교대,상선,다대포해수욕장행 2-2,좁음,곡선
1,124,교대,상선,다대포해수욕장행 2-3,보통,곡선
1,124,교대,상선,다대포해수욕장행 3-1,좁음,곡선
1,124,교대,상선,다대포해수욕장행 3-2,좁음,곡선
1,124,교대,상선,다대포해수욕장행 3-3,보통,곡선
1,124,교대,상선,다대포해수욕장행 4-1,보통,곡선
1,124,교대,상선,다대포해수욕장행 4-2,좁음,곡선
1,124,교대,상선,다대포해수욕장행 4-3,좁음,곡선
1,124,교대,상선,다대포해수욕장행 5-1,좁음,곡선
1,124,교대,상선,다대포해수욕장행 5-2,좁음,곡선
1,124,교대,상선,다대포해수욕장행 5-3,좁음,곡선
1,124,교대,상선,다대포해수욕장행 6-1,좁음,곡선
1,124,교대,상선,다대포해수욕장행 6-2,좁음,곡선
1,124,교대,상선,다대포해수욕장행 6-3,좁음,곡선
1,124,교대,상선,다대포해수욕장행 7-1,좁음,곡선
1,124,교대,상선,다대포해수욕장행 7-2,좁음,곡선
1,124,교대,상선,다대포해수욕장행 7-3,좁음,곡선
1,124,교대,상선,다대포해수욕장행 8-1,좁음,곡선
1,124,교대,상선,다대포해수욕장행 8-2,좁음,곡선
1,124,교대,상선,다대포해수욕장행 8-3,좁음,곡선
1,124,교대,하선,노포행 1-1,보통,곡선
1,124,교대,하선,노포행 1-2,넓음,곡선
1,124,교대,하선,노포행 1-3,보통,곡선
1,124,교대,하선,노포행 2-1,보통,곡선
1,124,교대,하선,노포행 2-2,넓음,곡선
1,124,교대,하선,노포행 2-3,보통,곡선
1,124,교대,하선,노포행 3-1,보통,곡선
1,124,교대,하선,노포행 3-2,넓음,곡선
1,124,교대,하선,노포행 3-3,보통,곡선
1,124,교대,하선,노포행 4-1,좁음,곡선
1,124,교대,하선,노포행 4-2,보통,곡선
1,124,교대,하선,노포행 4-3,좁음,곡선
1,124,교대,하선,노포행 5-1,좁음,곡선
1,124,교대,하선,노포행 5-2,좁음,곡선
1,124,교대,하선,노포행 5-3,좁음,곡선
1,124,교대,하선,노포행 6-1,좁음,곡선
1,124,교대,하선,노포행 6-2,좁음,곡선
1,124,교대,하선,노포행 6-3,좁음,곡선
1,124,교대,하선,노포행 7-1,좁음,곡선
1,124,교대,하선,노포행 7-2,좁음,곡선
1,124,교대,하선,노포행 7-3,좁음,곡선
1,124,교대,하선,노포행 8-1,좁음,곡선
1,124,교대,하선,노포행 8-2,좁음,곡선
1,124,교대,하선,노포행 8-3,좁음,곡선
1,125,1동래,상선,다대포해수욕장행 1-1,좁음,직선
1,125,1동래,상선,다대포해수욕장행 1-2,좁음,직선
1,125,1동래,상선,다대포해수욕장행 1-3,좁음,직선
1,125,1동래,상선,다대포해수욕장행 2-1,좁음,직선
1,125,1동래,상선,다대포해수욕장행 2-2,좁음,직선
1,125,1동래,상선,다대포해수욕장행 2-3,좁음,직선
1,125,1동래,상선,다대포해수욕장행 3-1,좁음,직선
1,125,1동래,상선,다대포해수욕장행 3-2,좁음,직선
1,125,1동래,상선,다대포해수욕장행 3-3,좁음,직선
1,125,1동래,상선,다대포해수욕장행 4-1,좁음,직선
1,125,1동래,상선,다대포해수욕장행 4-2,좁음,직선
1,125,1동래,상선,다대포해수욕장행 4-3,좁음,직선
1,125,1동래,상선,다대포해수욕장행 5-1,좁음,직선
1,125,1동래,상선,다대포해수욕장행 5-2,좁음,직선
1,125,1동래,상선,다대포해수욕장행 5-3,좁음,직선
1,125,1동래,상선,다대포해수욕장행 6-1,좁음,직선
1,125,1동래,상선,다대포해수욕장행 6-2,좁음,직선
1,125,1동래,상선,다대포해수욕장행 6-3,좁음,직선
1,125,1동래,상선,다대포해수욕장행 7-1,좁음,직선
1,125,1동래,상선,다대포해수욕장행 7-2,좁음,직선
1,125,1동래,상선,다대포해수욕장행 7-3,좁음,직선
1,125,1동래,상선,다대포해수욕장행 8-1,좁음,직선
1,125,1동래,상선,다대포해수욕장행 8-2,좁음,직선
1,125,1동래,상선,다대포해수욕장행 8-3,좁음,직선
1,125,1동래,하선,노포행 1-1,좁음,직선
1,125,1동래,하선,노포행 1-2,좁음,직선
1,125,1동래,하선,노포행 1-3,좁음,직선
1,125,1동래,하선,노포행 2-1,좁음,직선
1,125,1동래,하선,노포행 2-2,좁음,직선
1,125,1동래,하선,노포행 2-3,좁음,직선
1,125,1동래,하선,노포행 3-1,좁음,직선
1,125,1동래,하선,노포행 3-2,좁음,직선
1,125,1동래,하선,노포행 3-3,좁음,직선
1,125,1동래,하선,노포행 4-1,좁음,직선
1,125,1동래,하선,노포행 4-2,좁음,직선
1,125,1동래,하선,노포행 4-3,좁음,직선
1,125,1동래,하선,노포행 5-1,좁음,직선
1,125,1동래,하선,노포행 5-2,좁음,직선
1,125,1동래,하선,노포행 5-3,좁음,직선
1,125,1동래,하선,노포행 6-1,좁음,직선
1,125,1동래,하선,노포행 6-2,좁음,직선
1,125,1동래,하선,노포행 6-3,좁음,직선
1,125,1동래,하선,노포행 7-1,좁음,직선
1,125,1동래,하선,노포행 7-2,좁음,직선
1,125,1동래,하선,노포행 7-3,좁음,직선
1,125,1동래,하선,노포행 8-1,좁음,직선
1,125,1동래,하선,노포행 8-2,좁음,직선
1,125,1동래,하선,노포행 8-3,좁음,직선
1,126,명륜,상선,다대포해수욕장행 1-1,좁음,직선
1,126,명륜,상선,다대포해수욕장행 1-2,좁음,직선
1,126,명륜,상선,다대포해수욕장행 1-3,좁음,직선
1,126,명륜,상선,다대포해수욕장행 2-1,좁음,직선
1,126,명륜,상선,다대포해수욕장행 2-2,좁음,직선
1,126,명륜,상선,다대포해수욕장행 2-3,좁음,직선
1,126,명륜,상선,다대포해수욕장행 3-1,좁음,직선
1,126,명륜,상선,다대포해수욕장행 3-2,좁음,직선
1,126,명륜,상선,다대포해수욕장행 3-3,좁음,직선
1,126,명륜,상선,다대포해수욕장행 4-1,좁음,직선
1,126,명륜,상선,다대포해수욕장행 4-2,좁음,직선
1,126,명륜,상선,다대포해수욕장행 4-3,좁음,직선
1,126,명륜,상선,다대포해수욕장행 5-1,좁음,직선
1,126,명륜,상선,다대포해수욕장행 5-2,좁음,직선
1,126,명륜,상선,다대포해수욕장행 5-3,좁음,직선
1,126,명륜,상선,다대포해수욕장행 6-1,좁음,직선
1,126,명륜,상선,다대포해수욕장행 6-2,좁음,직선
1,126,명륜,상선,다대포해수욕장행 6-3,좁음,직선
1,126,명륜,상선,다대포해수욕장행 7-1,좁음,직선
1,126,명륜,상선,다대포해수욕장행 7-2,좁음,직선
1,126,명륜,상선,다대포해수욕장행 7-3,좁음,직선
1,126,명륜,상선,다대포해수욕장행 8-1,좁음,직선
1,126,명륜,상선,다대포해수욕장행 8-2,좁음,직선
1,126,명륜,상선,다대포해수욕장행 8-3,좁음,직선
1,126,명륜,하선,노포행 1-1,좁음,직선
1,126,명륜,하선,노포행 1-2,좁음,직선
1,126,명륜,하선,노포행 1-3,좁음,직선
1,126,명륜,하선,노포행 2-1,좁음,직선
1,126,명륜,하선,노포행 2-2,좁음,직선
1,126,명륜,하선,노포행 2-3,좁음,직선
1,126,명륜,하선,노포행 3-1,좁음,직선
1,126,명륜,하선,노포행 3-2,좁음,직선
1,126,명륜,하선,노포행 3-3,좁음,직선
1,126,명륜,하선,노포행 4-1,좁음,직선
1,126,명륜,하선,노포행 4-2,좁음,직선
1,126,명륜,하선,노포행 4-3,좁음,직선
1,126,명륜,하선,노포행 5-1,좁음,직선
1,126,명륜,하선,노포행 5-2,좁음,직선
1,126,명륜,하선,노포행 5-3,좁음,직선
1,126,명륜,하선,노포행 6-1,좁음,직선
1,126,명륜,하선,노포행 6-2,좁음,직선
1,126,명륜,하선,노포행 6-3,좁음,직선
1,126,명륜,하선,노포행 7-1,좁음,직선
1,126,명륜,하선,노포행 7-2,좁음,직선
1,126,명륜,하선,노포행 7-3,좁음,직선
1,126,명륜,하선,노포행 8-1,좁음,직선
1,126,명륜,하선,노포행 8-2,좁음,직선
1,126,명륜,하선,노포행 8-3,좁음,직선
1,127,온천장,상선,다대포해수욕장행 1-1,좁음,직선
1,127,온천장,상선,다대포해수욕장행 1-2,좁음,직선
1,127,온천장,상선,다대포해수욕장행 1-3,좁음,직선
1,127,온천장,상선,다대포해수욕장행 2-1,좁음,직선
1,127,온천장,상선,다대포해수욕장행 2-2,좁음,직선
1,127,온천장,상선,다대포해수욕장행 2-3,좁음,직선
1,127,온천장,상선,다대포해수욕장행 3-1,좁음,직선
1,127,온천장,상선,다대포해수욕장행 3-2,좁음,직선
1,127,온천장,상선,다대포해수욕장행 3-3,좁음,직선
1,127,온천장,상선,다대포해수욕장행 4-1,좁음,직선
1,127,온천장,상선,다대포해수욕장행 4-2,좁음,직선
1,127,온천장,상선,다대포해수욕장행 4-3,좁음,직선
1,127,온천장,상선,다대포해수욕장행 5-1,좁음,직선
1,127,온천장,상선,다대포해수욕장행 5-2,좁음,직선
1,127,온천장,상선,다대포해수욕장행 5-3,좁음,직선
1,127,온천장,상선,다대포해수욕장행 6-1,좁음,직선
1,127,온천장,상선,다대포해수욕장행 6-2,좁음,직선
1,127,온천장,상선,다대포해수욕장행 6-3,좁음,직선
1,127,온천장,상선,다대포해수욕장행 7-1,좁음,직선
1,127,온천장,상선,다대포해수욕장행 7-2,좁음,직선
1,127,온천장,상선,다대포해수욕장행 7-3,좁음,직선
1,127,온천장,상선,다대포해수욕장행 8-1,좁음,직선
1,127,온천장,상선,다대포해수욕장행 8-2,좁음,직선
1,127,온천장,상선,다대포해수욕장행 8-3,좁음,직선
1,127,온천장,하선,노포행 1-1,좁음,직선
1,127,온천장,하선,노포행 1-2,좁음,직선
1,127,온천장,하선,노포행 1-3,좁음,직선
1,127,온천장,하선,노포행 2-1,좁음,직선
1,127,온천장,하선,노포행 2-2,좁음,직선
1,127,온천장,하선,노포행 2-3,좁음,직선
1,127,온천장,하선,노포행 3-1,좁음,직선
1,127,온천장,하선,노포행 3-2,좁음,직선
1,127,온천장,하선,노포행 3-3,좁음,직선
1,127,온천장,하선,노포행 4-1,좁음,직선
1,127,온천장,하선,노포행 4-2,좁음,직선
1,127,온천장,하선,노포행 4-3,좁음,직선
1,127,온천장,하선,노포행 5-1,좁음,직선
1,127,온천장,하선,노포행 5-2,좁음,직선
1,127,온천장,하선,노포행 5-3,좁음,직선
1,127,온천장,하선,노포행 6-1,좁음,직선
1,127,온천장,하선,노포행 6-2,좁음,직선
1,127,온천장,하선,노포행 6-3,좁음,직선
1,127,온천장,하선,노포행 7-1,좁음,직선
1,127,온천장,하선,노포행 7-2,좁음,직선
1,127,온천장,하선,노포행 7-3,좁음,직선
1,127,온천장,하선,노포행 8-1,좁음,직선
1,127,온천장,하선,노포행 8-2,좁음,직선
1,127,온천장,하선,노포행 8-3,좁음,직선
1,128,부산대,상선,다대포해수욕장행 1-1,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 1-2,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 1-3,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 2-1,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 2-2,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 2-3,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 3-1,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 3-2,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 3-3,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 4-1,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 4-2,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 4-3,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 5-1,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 5-2,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 5-3,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 6-1,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 6-2,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 6-3,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 7-1,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 7-2,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 7-3,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 8-1,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 8-2,좁음,(완화)곡선
1,128,부산대,상선,다대포해수욕장행 8-3,좁음,(완화)곡선
1,128,부산대,하선,노포행 1-1,좁음,(완화)곡선
1,128,부산대,하선,노포행 1-2,좁음,(완화)곡선
1,128,부산대,하선,노포행 1-3,좁음,(완화)곡선
1,128,부산대,하선,노포행 2-1,좁음,(완화)곡선
1,128,부산대,하선,노포행 2-2,좁음,(완화)곡선
1,128,부산대,하선,노포행 2-3,좁음,(완화)곡선
1,128,부산대,하선,노포행 3-1,좁음,(완화)곡선
1,128,부산대,하선,노포행 3-2,좁음,(완화)곡선
1,128,부산대,하선,노포행 3-3,좁음,(완화)곡선
1,128,부산대,하선,노포행 4-1,좁음,(완화)곡선
1,128,부산대,하선,노포행 4-2,좁음,(완화)곡선
1,128,부산대,하선,노포행 4-3,좁음,(완화)곡선
1,128,부산대,하선,노포행 5-1,좁음,(완화)곡선
1,128,부산대,하선,노포행 5-2,좁음,(완화)곡선
1,128,부산대,하선,노포행 5-3,좁음,(완화)곡선
1,128,부산대,하선,노포행 6-1,좁음,(완화)곡선
1,128,부산대,하선,노포행 6-2,좁음,(완화)곡선
1,128,부산대,하선,노포행 6-3,좁음,(완화)곡선
1,128,부산대,하선,노포행 7-1,좁음,(완화)곡선
1,128,부산대,하선,노포행 7-2,좁음,(완화)곡선
1,128,부산대,하선,노포행 7-3,좁음,(완화)곡선
1,128,부산대,하선,노포행 8-1,좁음,(완화)곡선
1,128,부산대,하선,노포행 8-2,좁음,(완화)곡선
1,128,부산대,하선,노포행 8-3,좁음,(완화)곡선
1,129,장전,상선,다대포해수욕장행 1-1,보통,곡선
1,129,장전,상선,다대포해수욕장행 1-2,넓음,곡선
1,129,장전,상선,다대포해수욕장행 1-3,보통,곡선
1,129,장전,상선,다대포해수욕장행 2-1,보통,곡선
1,129,장전,상선,다대포해수욕장행 2-2,넓음,곡선
1,129,장전,상선,다대포해수욕장행 2-3,보통,곡선
1,129,장전,상선,다대포해수욕장행 3-1,보통,곡선
1,129,장전,상선,다대포해수욕장행 3-2,보통,곡선
1,129,장전,상선,다대포해수욕장행 3-3,보통,곡선
1,129,장전,상선,다대포해수욕장행 4-1,보통,곡선
1,129,장전,상선,다대포해수욕장행 4-2,보통,곡선
1,129,장전,상선,다대포해수욕장행 4-3,좁음,곡선
1,129,장전,상선,다대포해수욕장행 5-1,보통,곡선
1,129,장전,상선,다대포해수욕장행 5-2,보통,곡선
1,129,장전,상선,다대포해수욕장행 5-3,보통,곡선
1,129,장전,상선,다대포해수욕장행 6-1,보통,곡선
1,129,장전,상선,다대포해수욕장행 6-2,보통,곡선
1,129,장전,상선,다대포해수욕장행 6-3,보통,곡선
1,129,장전,상선,다대포해수욕장행 7-1,보통,곡선
1,129,장전,상선,다대포해수욕장행 7-2,넓음,곡선
1,129,장전,상선,다대포해수욕장행 7-3,보통,곡선
1,129,장전,상선,다대포해수욕장행 8-1,보통,곡선
1,129,장전,상선,다대포해수욕장행 8-2,넓음,곡선
1,129,장전,상선,다대포해수욕장행 8-3,보통,곡선
1,129,장전,하선,노포행 1-1,좁음,곡선
1,129,장전,하선,노포행 1-2,좁음,곡선
1,129,장전,하선,노포행 1-3,보통,곡선
1,129,장전,하선,노포행 2-1,보통,곡선
1,129,장전,하선,노포행 2-2,좁음,곡선
1,129,장전,하선,노포행 2-3,보통,곡선
1,129,장전,하선,노포행 3-1,보통,곡선
1,129,장전,하선,노포행 3-2,좁음,곡선
1,129,장전,하선,노포행 3-3,보통,곡선
1,129,장전,하선,노포행 4-1,보통,곡선
1,129,장전,하선,노포행 4-2,좁음,곡선
1,129,장전,하선,노포행 4-3,보통,곡선
1,129,장전,하선,노포행 5-1,보통,곡선
1,129,장전,하선,노포행 5-2,좁음,곡선
1,129,장전,하선,노포행 5-3,좁음,곡선
1,129,장전,하선,노포행 6-1,좁음,곡선
1,129,장전,하선,노포행 6-2,좁음,곡선
1,129,장전,하선,노포행 6-3,좁음,곡선
1,129,장전,하선,노포행 7-1,보통,곡선
1,129,장전,하선,노포행 7-2,좁음,곡선
1,129,장전,하선,노포행 7-3,보통,곡선
1,129,장전,하선,노포행 8-1,보통,곡선
1,129,장전,하선,노포행 8-2,좁음,곡선
1,129,장전,하선,노포행 8-3,넓음,곡선
1,130,구서,상선,다대포해수욕장행 1-1,좁음,직선
1,130,구서,상선,다대포해수욕장행 1-2,좁음,직선
1,130,구서,상선,다대포해수욕장행 1-3,좁음,직선
1,130,구서,상선,다대포해수욕장행 2-1,좁음,직선
1,130,구서,상선,다대포해수욕장행 2-2,좁음,직선
1,130,구서,상선,다대포해수욕장행 2-3,좁음,직선
1,130,구서,상선,다대포해수욕장행 3-1,좁음,직선
1,130,구서,상선,다대포해수욕장행 3-2,좁음,직선
