호선명,역명,엘리베이터 관리번호,근접 출입구번호,상세위치,시작층(지상/지하),시작층(운행역층),종료층(지상/지하),종료층(운행역층),정원(인원수),정원(중량)(kg),승강기 상태,승강기 일련번호
1호선,동매,7,6번,"(1F) 6번 출입구 앞
(B1) 대합실 만남의 광장 근처",지하,1,지상,1,13,1000,운행,8089542
1호선,동매,8,6번,"(1F) 6번 출입구 앞
(B1) 대합실 만남의 광장 근처",지하,1,지상,1,13,1000,운행,8089541
1호선,동매,9,,"(B1) 장림역 방향 표내는 곳 안
(B2) 장림역 방향 승강장 4-3 출입문 앞",지하,2,지하,1,13,1000,운행,8089550
1호선,동매,10,,"(B1) 신평역 방향 표내는 곳 안
(B2) 신평역 방향 승강장 4-3 출입문 앞",지하,2,지하,1,13,1000,운행,8089549
1호선,장림,1,"2,4번","(B1)2, 4번 출구 사이 (1F)왼쪽 홈플러스",지하,1,지상,1,13,1000,운행,8089584
1호선,장림,2,3번,(B1)3번 출구 옆 (1F)제일제당 공장 맞은편,지하,1,지상,1,13,1000,운행,8089585
1호선,장림,3,,"(B2)신장림역 방향 승강장 5-1 근처 (B1)표 내는 곳 7번, 10번 사이",지하,2,지하,1,13,1000,운행,8089586
1호선,장림,4,,"(B2)동매역 방향 승강장 5-1 근처 (B1)표 내는 곳 30번, 24번 사이",지하,2,지하,1,13,1000,운행,8089587
1호선,신장림,1,1번,"(1) 1번/3번 출입구 사이 엘리베이터
(B1) 대합실 화장실 옆 1번 출입구 방향",지하,1,지상,1,15,1150,운행,8089564
1호선,신장림,2,4번,"(1F) 2번/4번 출입구 사이 엘리베이터
(B1) 대합실 4번 출입구 방향",지하,1,지상,1,15,1150,운행,8089563
1호선,신장림,3,,(B1) 대합실 개찰구 1번대/10번대 사이,지하,2,지하,1,15,1150,운행,8089566
1호선,신장림,4,,(B1) 대합실 개찰구 20번대/30번대 사이,지하,2,지하,1,15,1150,운행,8089565
1호선,낫개,1,1번,(1F) 1번 출입구 근처  (B1) 1번 출입구 방향 임대매장 근처,지하,1,지상,1,13,1000,운행,8089876
1호선,낫개,2,"2,4번",(1F) 2/4번 출입구 근처 (B1) 에스컬레이터 3호기/4호기 옆,지하,1,지상,1,13,1000,운행,8089877
1호선,낫개,3,6번,"(1F) 6번 출입구 옆, (B1) 고객센터 옆",지하,1,지상,1,15,1150,운행,8089880
1호선,낫개,4,,(B1) 다대포항역 방향 표내는 곳 내 (B3) 다대포항역 방향 승강장 6-1 출입문 앞,지하,3,지하,1,13,1000,운행,8089879
1호선,낫개,5,,(B1) 신장림역 방향 표내는 곳 내 (B3) 신장림역 방향 승강장 5-3 출입문 앞 ,지하,3,지하,1,13,1000,운행,8089878
1호선,다대포항,1,1번,(B1) 1번 출입구 방향 (1F) 1번 출입구 옆,지하,1,지상,1,15,1150,운행,8089509
1호선,다대포항,2,3번,(B1) 3번 출입구 방향 (중층) 3번 출입구 방향 (1F) 3번 출입구 옆,지하,1,지상,1,15,1150,운행,8089508
1호선,다대포항,3,4번,(B1) 4번 출입구 방향 (중층) 4번 출입구 방향 (1F) 4번 출입구 옆 (2F) 4번 출입구 옆,지하,1,지상,2,15,1150,운행,8089507
1호선,다대포항,4,,(B2) 다대포해수욕장역 방향 5-1 출입문 앞 (B1) 다대포해수욕장역 방향 표내는 곳 안,지하,2,지하,1,15,1150,운행,8089510
1호선,다대포항,5,,(B2) 낫개역 방향 5-1 출잎문 앞 (B1) 낫개역 방향 표내는 곳 안,지하,2,지하,1,15,1150,운행,8089511
1호선,다대포해수욕장,1,3번,"(1F) 3번 출입구 옆
(B1) 1,3번 출입구 방향 에스컬레이터 3호기 앞",지하,1,지상,1,15,1150,운행,8089498
1호선,다대포해수욕장,2,4번,"(1F) 2번 출입구 옆
(B1) 고객센터 옆",지하,1,지상,1,15,1150,운행,8089497
1호선,다대포해수욕장,3,,"(B1) 20번대 표 내는 곳 옆
(B2) 상선 방향 승강장 6-1 출입문 앞",지하,2,지하,1,15,1150,운행,8089502
1호선,다대포해수욕장,4,,"(B1) 30번대 표 내는 곳 옆
(B2) 다대포항역 방향 승강장 6-1 출입문 앞",지하,2,지하,1,15,1150,운행,8089501
2호선,양산,1,2번,"(2F) 편의점과 빵집사이 
(1F) 2번 출입구 옆",지상1층,1,지상2층,2,13,1000,운행,8010386
2호선,양산,2,1번,"(3F) 남양산역 방향 승강장 5-3 출입문 앞
(2F) 10번 게이트 앞",지상2층,2,지상3층,3,13,1000,운행,8010387
2호선,양산,3,1번,"(3F) 회차선 방향 승강장 6-4 출입문 근처
(2F) 20번대 게이트 앞",지상2층,2,지상3층,3,13,1000,운행,8010388
2호선,양산,4,2번,"(2F) 육교 위
(1F) 농협(양산지점) 옆",지상1층,1,지상2층,2,13,1000,운행,8010385
2호선,남양산,1,1번,"(2F) 1번 출입구 육교 위
(1F) 1번 출입구 육교 아래",지상,1,지상,2,13,1000,운행,8010381
2호선,남양산,2,3번,"(2F) 1번대 표 내는 곳 근처
(1F) 1층 주차장 3번 출입구 근처",지상,1,지상,2,13,1000,운행,8010382
2호선,남양산,3,,"(2F) 10번대 표 내는 곳 안 (부산대양산캠퍼스역방향)
(3F) 부산대양산캠퍼스역 방향 승강장 5-1 출입문 앞",지상,2,지상,3,13,1000,운행,8010384
2호선,남양산,4,,"(2F) 10번대 표 내는 곳 안 (양산역방향)
(3F) 양산역 방향 승강장 6-4 출입문 앞",지상,2,지상,3,13,1000,운행,8010383
2호선,부산대양산캠퍼스,1,3번,"(1F) 3번 출입구 옆
(2F) 3번 출입구 옆",지상,1,지상,2,13,1000,운행,8038513
2호선,부산대양산캠퍼스,2,3번,"(B1) 지하주차장 앞
(1F) 1번/5번 출입구 사이 엘리베이터
(2F) 1번/5번 출입구 사이 엘리베이터",지하,1,지상,2,13,1000,운행,8038514
2호선,부산대양산캠퍼스,3,3번,"(1F) 증산역 방향 승강장 4-2 출입문 앞
(2F) 증산역 방향 대합실",지상,1,지상,2,13,1000,운행,8038515
2호선,부산대양산캠퍼스,4,3번,"(1F) 남양산역 방향 승강장 5-1 출입문 앞
(2F) 대합실",지상,1,지상,2,13,1000,운행,8038516
2호선,증산,1,1번,"(1F) 1번 출입구 근처
(2F) 호포역 방향 승강장 4-4 출입문 앞",지상,1,지상,2,13,1000,운행,8087420
2호선,증산,2,1번,"(1F) 1번 출입구 근처
(2F) 부산대양산캠퍼스역 방향 승강장 6-4 출입문 앞",지상,1,지상,2,13,1000,운행,8087428
2호선,호포,1,1번,"(1F) 1번 출입구 근처
(2F) 3번 출입구 근처
(3F) 2번 출입구 근처",지상,1,지상,4,13,1000,운행,8009828
2호선,호포,2,1번,운행안함,지상,1,지상,4,13,1000,미운행,8009827
2호선,호포,3,,"(4F) 표 내는곳 내 계단 앞
(5F) 양산행 승강장 4-3 앞 ",지상,4,지상,5,13,1000,운행,8099217
2호선,금곡,1,5번,"(1F) 5번 출입구 앞
(2F) 동원역 방향 승강장 출입문 앞",지상,1,지상,2,13,1000,운행,8047408
2호선,금곡,2,6번,"(1F) 4번/5번 출입구 사이 엘리베이터
(2F) 6번 출입구 앞",지상,1,지상,2,13,1000,운행,8047407
2호선,동원,1,2번,"(B1) 율리역 방향 승강장 4-2 출입문 앞
(1F) 1번 출입구 근처",지하,1,지상,1,13,1000,운행,8047405
2호선,동원,2,2번,"(B1) 금곡역 방향 승강장 5-4 출입문 앞
(1F) 1번 출입구 옆",지하,1,지상,1,13,1000,운행,8047406
2호선,율리,1,3번,"(B1) 3번 출입구 방향
(1F) 3번 출입구 앞",지하,1,지상,1,13,1000,운행,8054392
2호선,율리,2,4번,"(B1) 4번 출입구 방향
(1F) 4번 출입구 앞",지하,1,지상,1,13,1000,운행,8047-403
2호선,율리,3,,"(B2) 화명역 방향 승강장 2-2 출입문 앞
(B1) 화명역 방향 표내는 곳 내 계단 앞, 3번 출입구 방향
",지하,2,지하,1,13,1000,운행,8047-404
2호선,율리,4,,"(B2) 동원역 방향 승강장 4-2 출입문 앞
(B1) 동원역 방향 표내는 곳 내 계단 앞, 4번 출입구 방향",지하,2,지하,1,13,1000,운행,8061-310
2호선,화명,1,5번,"(B1) 5번 출입구 방향
(1F) 3번/5번 출입구 사이 엘리베이터, 5번 출입구 근처",지하,1,지상,1,13,1000,운행,8079549
2호선,화명,2,4번,"(B1) 4번 출입구 방향
(1F) 4번 출입구 앞",지하,1,지상,1,13,1000,운행,8116-424
2호선,화명,3,,"(B2) 수정역 방향 승강장 2-2 출입문 앞
(B1) 수정역 방향 표내는 곳 내 계단 앞, 5번 출입구 방향",지하,2,지하,1,13,1000,운행,8019522
2호선,화명,4,,"(B2) 율리역 방향 승강장 5-3 출입문 앞
(B1) 율리역 방향 표내는 곳 내 계단 앞, 4번 출입구 방향",지하,2,지하,1,13,1000,운행,8063542
2호선,수정,1,1번,"(1F) 1번 출구 앞
(B2) 대합실 고객센터 뒤쪽",지하,2,지상,1,13,1000,운행,8002620
2호선,수정,2,4번,"(1F) 4번 출구 뒤
(B2) 대합실 중앙계단 우측 방향",지하,2,지상,1,13,1000,운행,8048459
2호선,수정,3,5번,"(1F) 크리스탈 타워(학사로 8) 앞
(B2) 에스컬레이터 1,2호기 옆",지하,2,지상,1,15,1150,운행,8118-687
2호선,수정,4,,"(B2) 표 내는 곳 1번대 안쪽
(B3) 덕천역 방향 승강장 3-1 출입문 앞",지하,3,지하,2,13,1000,운행,8048458
2호선,수정,5,,"(B2) 표 내는 곳 10번대 안쪽
(B3) 화명역 방향 승강장 5-1 출입문 앞",지하,3,지하,2,13,1000,운행,8022403
2호선,덕천,1,1번,"(1F) 1번 출입구 옆
(B1) 1번/3번 출입구 방향",지하,1,지상,1,13,1000,운행,8056211
2호선,덕천,2,5번,"(1F) 5번 출입구 옆
(B1) 5번 출입구 방향",지하,1,지상,1,13,1000,운행,8056212
2호선,구명,1,1번,"(1F) 1번/3번 출입구 사이
(B1) 3번출입구 방면 표내는곳 옆",지하,1,지상,1,13,1000,운행,8056039
2호선,구명,2,4번,"(1F) 2번/4번 출입구 사이
(B1) 4번출입구 방면 표내는곳 옆",지하,1,지상,1,13,1000,운행,8056038
2호선,구명,3,,"(B1) 1번 출입구 방면 표내는곳 내 앞
(B2) 1번 출입구 방면 표내는곳 내 비상계단 B2층 문 내 앞
(B3) 장산역 방향 승강장 3-3 출입문 앞",지하,3,지하,1,13,1000,운행,8056036
2호선,구명,4,,"(B1) 2번 출입구 방면 표내는곳 내 앞
(B2) 2번 출입구 방면 표내는곳 내 비상계단 B2층 문 내 앞
(B3) 양산역 방향 승강장 5-3 출입문 앞",지하,3,지하,1,13,1000,운행,8056037
2호선,구남,1,3번,"(1F) 1번/3번 출입구 사이
(B1) 1번/3번 출입구 사이",지하,1,지상,1,13,1000,운행,8079795
2호선,구남,2,2번,"(1F) 2번 출입구 근처
(B1) 구명역 방향 표 내는 곳 옆",지하,1,지상,1,13,1000,운행,8079796
2호선,구남,3,,"(B1) 고객센터 앞, 표 내는 곳 내
(B2) B환기실 옆
(B3) 모라역 방향 승강장 5-1 출입문 앞",지하,3,지하,1,13,1000,운행,8079797
2호선,구남,4,,"(B1) 구명역 방향 표내는 곳 내
(B2) 전기실 앞
(B3) 구명역 방향 승강장 5-2 출입문 앞",지하,3,지하,1,13,1000,운행,8079798
2호선,모라,1,3번,"(B1) 대합실 3번 출입구 계단 근처
(1F) 1번/3번 출입구 사이",지하,1,지상,1,13,1000,운행,8053114
2호선,모라,2,"2, 4번","(B1) 2번/4번 출입구 사이 대합실 중앙
(1F) 2번/4번 출입구 사이",지하,1,지상,1,13,1000,운행,8053115
2호선,모라,3,,"(B2) 모덕역 방향 승강장 4-3 출입문 앞
(B1) 1번 출입구 방향",지하,2,지하,1,13,1000,운행,8079738
2호선,모라,4,,"(B2) 구남역 방향 승강장 6-3 출입문 앞
(B1) 2번 출입구 방향",지하,2,지하,1,13,1000,운행,8079739
2호선,모덕,1,3번,"(B1) 대합실 3번 출입구 계단 근처
(1F) 1번/3번 출입구 사이",지하,1,지상,1,13,1000,운행,8053042
2호선,모덕,2,,"(B2) 덕포역 방향 승강장 1-2 출입문 앞
(B1) 덕포역 방향 표내는 곳 안, 3번/4번 출입구 방향",지하,2,지하,1,13,1000,운행,8057759
2호선,모덕,3,,"(B2) 모라역 방향 승강장 3-2 출입문 앞
(B1) 모라역 방향 표내는 곳 안, 3번/4번 출입구 방향",지하,2,지하,1,13,1000,운행,8057760
2호선,덕포,1,3번,"(1F) 3번 출입구 근처
(B1) 표내는 곳 옆 3번 출입구 방향",지하,1,지상,1,13,1000,운행,8055834
2호선,덕포,2,4번,"(1F) 4번 출입구 근처
(B1) 표내는 곳 옆 4번 출입구 방향",지하,1,지상,1,13,1000,운행,8055833
2호선,덕포,3,,"(B1) 표내는 곳 옆, 1번 출입구 방향
(B2) 사상역 방향 승강장 4-2 출입문 앞",지하,2,지하,1,13,1000,운행,8057757
2호선,덕포,4,,"(B1) 표내는 곳 옆, 2번 출입구 방향
(B2) 모덕역 방향 승강장 6-2 출입문 앞",지하,2,지하,1,13,1000,운행,8057758
2호선,사상,1,3번,3번 출입구 옆,지하,1,지상,1,13,1000,운행,8047360
2호선,사상,2,4번,4번 출입구 옆,지하,1,지상,1,13,1000,운행,8053035
2호선,사상,3,,(B1)장산행 승강장 표 내는 곳 안,지하,1,지하,2,13,1000,운행,8019474
2호선,사상,4,,(B1)양산행 승강장 표 내는 곳 안,지하,1,지하,2,13,1000,운행,8019475
2호선,사상,5,"2,4번","(B1) 2번, 4번 출입구 사이 통로",지하,1,지상,1,13,1000,운행,8121-213
2호선,감전,1,1번,"(1F) 1번 출입구 옆 엘리베이터, 1번 출입구 옆",지하,1,지상,1,13,1000,운행,8053493
2호선,감전,2,2번,"(1F) 2번 출입구 근처 엘리베이터, 2번 출입구 근처",지하,1,지상,1,13,1000,운행,8053494
2호선,감전,3,,(B2) 장산역 방향 승강장 2-2 출입문 앞,지하,2,지하,1,13,1000,운행,8000798
2호선,감전,4,,(B2) 양산역 방향 승강장 4-1 출입문 앞,지하,2,지하,1,13,1000,운행,8000799
2호선,주례,1,5번,"(1F) 5번 출입구
(B1) 7번 출입구 계단 앞",지하,1,지상,1,13,1000,운행,8053-034
2호선,주례,2,6번,"(1F) 6번 출입구
(B1) 8번 출입구 계단 앞",지하,1,지상,1,13,1000,운행,8053-033
2호선,주례,3,,"(B1) 표내는곳 앞, 5번/7번 출입구 방향
(B2) 냉정역 방향 승강장 1-2 출입문 앞",지하,2,지하,1,13,1000,운행,8018-385
2호선,주례,4,,"(B1) 표내는곳 앞, 6번/8번 출입구 방향
(B2) 감전역 방향 승강장 3-2 출입문 앞",지하,2,지하,1,13,1000,운행,8018-386
2호선,냉정,1,3번,"(1F) 3번 출입구
(B1) 3번 출입구 ",지하,1,지상,1,13,1000,운행,8053-031
2호선,냉정,2,4번,"(1F)4번 출입구
(B1)4번 출입구",지하,1,지상,1,13,1000,운행,8053-030
2호선,냉정,3,3번,"(1F) 3번 출입구(1번 엘리베이터 맞은편)
(B1) 3번 출입구(1번 엘리베이터 맞은편)",지하,1,지상,1,13,1000,운행,8053-032
2호선,냉정,4,,"(B1) 30번대 표내는곳 내 계단 옆
(B2) 주례역 방향 승강장 3-1 출입문 앞",지하,2,지하,1,13,1000,운행,8108-387
2호선,냉정,5,,"(B1) 1번대 표내는곳 내 계단 옆
(B2) 개금역 방향 승강장 1-1 출입문 앞",지하,2,지하,1,13,1000,운행,8108-388
2호선,개금,1,,"(B1) 표 내는 곳 옆, 1,3번 출입구 방향
(1) 3번 출입구 옆",지하,1,지상,1,13,1000,운행,8020-778
2호선,개금,2,,"(B1) 4번 출입구 방향 계단 옆
(1) 4번 출입구 앞",지하,1,지상,1,13,1000,운행,8021-448
2호선,개금,3,,"(B3) 동의대역 방향 승강장 1-4 출입문 앞
(B2) 기능실 층 계단 앞
(B1) 표 내는 곳 내 계단 옆, 5,7번 출입구 방향",지하,3,지하,1,13,1000,운행,8057-237
2호선,개금,4,,"(B3) 냉정역 방향 승강장 3-4 출입문 앞
(B2) 기능실 층 계단 앞
(B1) 표 내는 곳 내 계단 옆, 4번 출입구 방향
",지하,3,지하,1,13,1000,운행,8057-238
2호선,동의대,1,3번,"(B1) 3번 출입구 방향 계단 옆
(1F) 1/3번 출구 사이",지하,1,지상,1,13,1000,운행,8020-777
2호선,동의대,3,"6, 8번","(B1) 6번/8번 출입구 방향
(1F) 6번 출구 앞",지하,1,지상,1,13,1000,운행,8021-447
2호선,동의대,2,"2, 4번","(B1) 4번 출입구 방향
(1F) 2번/4번 출입구 사이",지하,1,지상,1,13,1000,운행,8022-495
2호선,동의대,4,,"(B4) 개금 방향 승강장 5-3 출입문 앞
(B3) 4번 계단 아래, 환기실 B 근처
(B2) 에스컬레이터 3번/4번 근처
(B1) 개금방향 표내는 곳 내",지하,4,지하,1,13,1000,운행,8018-488
2호선,동의대,5,,"(B4) 가야 방향 승강장 3-4 출입문 앞
(B3) x
(B2) 에스컬레이터 1번/2번 근처
(B1) 가야 방향 표내는 곳 내",지하,4,지하,1,13,1000,운행,8018-487
2호선,가야,1,3번,"(2F) 3번 출입구 근처
(1F) 3번 출입구 근처
(B1) 고객센터 옆 3번 출입구 방향  
",지하,1,지상,1,13,1000,운행,8054-726
2호선,가야,2,4번,"(1F) 4번 출입구 근처
(B1) 고객센터 옆 4번 출입구 방향  ",지하,1,지상,2,13,1000,운행,8007-166
2호선,가야,3,,"(B1) 표내는 곳 내 계단 옆 3번 출입구 방향
(B3) 부암역 방향 승강장 3-3 출입문 앞",지하,3,지하,1,13,1000,운행,8002-762
2호선,가야,4,,"(B1) 표내는 곳 내 계단 옆 4번 출입구 방향
(B3) 동의대역 방향 승강장 3-3 출입문 앞",지하,3,지하,1,13,1000,운행,8002-763
2호선,부암,1,"5,7번","(1F) 5번, 7번 출입구 사이
(B1) 서면역 방향 2개 개찰구 사이",지하,1,지상,1,13,1000,운행,8020-355
2호선,부암,2,6번,"(1F) 6번 출입구 뒤
(B1) 6번 출입구 방향, 고객센터 옆",지하,1,지상,1,13,1000,운행,8021-446
2호선,부암,3,5번,"(B1) 서면역 방향 개찰구 내, 계단 앞
(B3) 서면역 방향 3-2 출입문 앞",지하,3,지하,1,13,1000,운행,8079-770
2호선,부암,4,6번,"(B1) 가야역 방향 개찰구 내, 계단 앞
(B3) 가야역 방향 승강장 5-2 출입문 앞",지하,3,지하,1,13,1000,운행,8079-769
2호선,2서면,1,5번,"(B1) 5번출입구 옆 아이온시티 내부, (1F) 5번/7번 출입구 사이",지하,지하1층,지상,지상1층,13,1000,운행,8003-472
2호선,2서면,2,11번,"(B1) 11번 출입구, 장애인리프트 사이, (1F) 11번 출입구 뒤",지하,지하1층,지상,지상1층,15,1150,운행,8019-962
2호선,2서면,3,,"(B3) 2호선 승강장 전포역 방향 끝, (B2) 1호선 부전역 방향 승강장 환승통로 아래, (B1) 6번/8번 출입구 사이",지하,지하3층,지하,지하1층,13,1000,운행,8055-873
2호선,2서면,4,,"(B3) 2호선 승강장 6-4 출입문, 2호선 E/S 5,6호기 사이 (B2) 1호선 범내골역 방향 승강장 6-3 출입문 앞",지하,지하3층,지하,지하2층,13,1000,운행,8055-874
2호선,2서면,5,,"(B3) 2호선 승강장 전포역 방향 4-1 출입문 앞, (B1) 대합실층 5번/11번 출구 사이",지하,지하3층,지하,지하1층,13,1000,운행,8049-156
2호선,서면,1(V/L),,"(B2, B3) 중간층 환승통로",지하,2,지하,2,,340,운행,8900-002
2호선,서면,2(V/L),,(B1) 역무실 왼쪽 2번계단 하부,지하,1,지하,1,,340,운행,8900-003
2호선,전포,1,3번,"(B1) 표내는곳 외부, 1번/3번 출입구 방향
(1F) 3번 출입구 옆",지하,1,지상,1,13,1000,운행,8019-487
2호선,전포,2,4번,"(B1) 표내는곳 외부, 2번/4번 출입구 방향
(1F) 4번 출입구 옆",지하,1,지상,1,13,1000,운행,8019-488
2호선,전포,3,7번,"(B3) 장산역 방향 승강장 3-1 출입문 앞
(B2) 5번/7번 출입구 방향
(B1) 표내는곳 내, 5번/7번 출입구 방향",지하,3,지하,1,13,1000,운행,8019-489
2호선,전포,4,8번,"(B3) 양산역 방향 승강장 5-1 출입문 앞
(B2) 6번/8번 출입구 방향
(B1) 표내는곳 내, 6번/8번 출입구 방향",지하,3,지하,1,13,1000,운행,8019-490
2호선,국제금융센터,1,"1, 3번","(1F) 1번/3번 출입구 사이 엘리베이터, 부산은행 본점 근처
(B1) 1번/3번 출입구 방향, 부산은행 본점 입구 계단과
3번/4번 에스컬레이터 사이",지하,1,지상,1,13,1000,운행,8059-927
2호선,국제금융센터,2,"2, 4번","(1F) 2번/4번 출입구 사이 엘리베이터, 문현2치안센터 옆
(B1) 2번/4번 출입구 방향",지하,1,지상,1,13,1000,운행,8059-944
2호선,국제금융센터,3,,"(B1) 표 내는 곳 내 계단 옆, 2번/4번 출입구 방향
(B2) 전포역 방향 승강장 4-3 출입구 앞",지하,2,지하,1,13,1000,운행,8084-802
2호선,문현,1,"1, 3번","1, 3번 출입구 사이 엘리베이터",지하,B1,지상,F1,13,1000,운행,8054-663
2호선,문현,2,4번,4번 출입구 옆,지하,B1,지상,F1,13,1000,운행,8054-664
2호선,문현,3,,"(B3) 지게골역 방향 승강장, 3-4",지하,B3,지하,B1,13,1000,운행,8053-810
2호선,문현,4,,"(B3) 국제금융센터 부산은행역 방향 승강장, 4-1",지하,B3,지하,B1,13,1000,운행,8053-811
2호선,지게골,1,,(1F)1번 출구옆 (B1) 1번출구 올라가는 계단옆 ,지하,1,지상,1,13,1000,운행,8055-999
2호선,지게골,2,,(1F) 2번 출구옆 (B1) 우대권발급기 옆 ,지하,1,지상,1,13,1000,운행,8054-122
2호선,지게골,3,,"(B1) 30번대 개찰구 안 (B2) 에스컬레이터1,2호기 앞 
(B3 )3번계단 앞 (B4) 못골역 방향 승강장 3-2앞",지하,4,지하,1,13,1000,운행,8036-981
2호선,지게골,4,,"(B2) 에스컬레이터3,4호기 앞 (B3) 4번계단 앞 
(B4) 문현역 방향 승강장 5-2앞",지하,4,지하,2,13,1000,운행,8036-982
2호선,못골,1,3번,(B1) 3번 출입구 방향,지하,1,지상,1,13,1000,운행,8057-567
2호선,못골,2,4번,"(B1) 고객센터, 화장실 사이 ",지하,1,지상,1,13,1000,운행,8057-927
2호선,못골,3,1번,(B3) 대연역 방면 승강장에서 (B1) 1번 출입구 방향 만남의광장,지하,3,지하,1,13,1000,운행,8004-801
2호선,못골,4,2번,(B3) 지게골역 방면 승강장에서  (B1) 2번 출입구 방향 만남의광장,지하,3,지하,1,13,1000,운행,8004-802
2호선,대연,1,3번,"(1F)1번/3번 출입구 사이 엘리베이터, 3번 출입구 옆",지하,B1,지상,F1,13,1000,운행,8055-998
2호선,대연,2,2번,(1F)2번/4번 출입구 사이 엘리베이터,지하,B1,지상,F1,10,750,운행,8118-641
2호선,대연,3,,(B1) 10~15표내는곳 내 계단 옆 (B2) 3/5번 출입구 방향 (B3)경성대부경대역 방향 승강장 3-3 출입문 앞 ,지하,B3,지하,B1,13,1000,운행,8047-438
2호선,대연,4,,(B1) 20~25표내는곳 내 계단 옆 (B2) 4/6번 출입구 방향 (B3)못골역 방향 승강장 2-2 출입문 앞 ,지하,B3,지하,B1,13,1000,운행,8047-437
2호선,경성대부경대,1,3번,B1 대합실 중간 고객센터 앞 / 1F 3번 출입구 근처 엘리베이터,지하,B1,지상,1F,13,1000,운행,8022-404
2호선,경성대부경대,2,2번,B1 대합실 2번 출입구 방향 / 1F 2번 출입구 근처 엘리베이터,지하,B1,지상,1F,15,1150,운행,8079-605
2호선,경성대부경대,3,3번,  B3 남천역 방향 승강장 2-1 출입문 앞 / B2 남천역 방향 승강장 계단 옆 / B1 대합실 3번 출입구 방향 표 내는 곳 내,지하,B3,지하,B1,13,1000,운행,8079-606
2호선,경성대부경대,4,4번,B3 대연역 방향 승강장 4-1 출입문 앞  / B2 대연역 방향 승강장 계단 옆 / B1 대합실 4번 출입구 방향 표 내는 곳 내,지하,B3,지하,B1,13,1000,운행,8089-866
2호선,남천,1,1번,"(B1) 만남의 장소 근처, 1번 출입구 방향",지하,B1,지상,1,13,1000,운행,8022-726
2호선,남천,2,4번,(B1) 고객센터 옆 구 매표소 맞은편,지하,B1,지상,1,13,1000,운행,8022-727
2호선,남천,3,,(B3) 장산역 방향 승강장 4-1 출입문 앞,지하,B3,지하,B1,13,1000,운행,8079-656
2호선,남천,4,,(B3) 양산역 방향 승강장 6-1 출입문 앞,지하,B3,지하,B1,13,1000,운행,8079-655
2호선,금련산,1,3번,"(B2) 5번 계단 옆
(B1) 물품보관함 방향
(1F) 3번 출입구 옆
",지하,2,지상,1,13,1000,운행,8079-652
2호선,금련산,2,4번,"(B1) 만남의 장소 방향
(1F) 4번 출입구 옆",지하,1,지상,1,13,1000,운행,8036-977
2호선,금련산,3,,"(B4) 광안역 방향 승강장 2-1 출입문 앞
(B2) 표 내는 곳 근처",지하,4,지하,2,13,1000,운행,8079-653
2호선,금련산,4,,"(B4) 남천역 방향 승강장 3-4 출입문 앞
(B2) 표 내는 곳 근처",지하,4,지하,2,13,1000,운행,8079-654
2호선,광안,1,5번,"(1F) 5번 출입구 옆
(B1) 3/5번 출입구 사이",지하,1,지상,1,13,1000,운행,8047-920
2호선,광안,2,6번,"(1F) 6번 출입구 옆
(B2) A환기실 앞",지하,2,지상,1,13,1000,운행,8055-995
2호선,광안,3,,"(B1) 기관사 대기실 옆
 (B2) 고객센터(역무실) 맞은편",지하,1,지하,2,13,1000,운행,8054-443
2호선,광안,4,,"(B2) 표 내는 곳 내, 3/5번 출입구 방향
 (B4) 수영역 방향 승강장 1-4 출입문 앞 ",지하,2,지하,4,13,1000,운행,8055-996
2호선,광안,5,,"(B2) 표 내는 곳 내, 4/6번 출입구 방향
(B4) 금련산역 방향 승강장 3-4 출입문 앞",지하,2,지하,4,13,1000,운행,8055-997
2호선,2수영,1,"1, 2번",(1F) 1/2번 출입구 사이 (B1) 상가화장실 근처,지하,B1,지상,1F,13,1000,운행,8055-905
2호선,2수영,2,"8, 10번",(1F) 8/10 번 출입구 사이 (B1) 8/10 번 출입구 사이,지하,B1,지상,1F,13,1000,운행,8054-309
2호선,2수영,3,"11, 13번",(1F) 11/13 번 출입구 사이 (B1) 11/13 번 출입구 사이,지하,B1,지상,1F,13,1000,운행,8000-131
2호선,2수영,4,,(B1) 20번대 표내는곳 안 (B2) 광안역 방향 5-1출입문 앞 (B3) 수영역 종착 방향 1-4 출입문 앞,지하,B3,지하,B1,13,1000,운행,8061-517
2호선,민락,1,1번,"(1F) 1번 출입구 뒤
(B1) 1번 출입구 방향",지하,1,지상,1,13,1000,운행,8007-191
2호선,민락,2,2번,"(1F) 2번 출입구 뒤
(B1) 2번 출입구 방향",지하,1,지상,1,13,1000,운행,8036-279
2호선,민락,3,1번,"(B1) 표 내는 곳 내, 1번 출입구 방향
(B3) 센텀시티역 방향 승강장 4-1 출입문 앞",지하,3,지하,1,10,750,운행,8036-278
2호선,민락,4,2번,"(B1) 표 내는 곳 내, 2번 출입구 방향
(B3) 수영역 방향 승강장 6-1 출입문 앞",지하,3,지하,1,10,750,운행,8061-437
2호선,센텀시티,1,1번,"(B2) 1번 출입구 방향 연결통로 
(B1) 1번 출입구 중간층 
(1F) 1번 출입구 옆",지하,1,지상,1,13,1000,운행,8021-155
2호선,센텀시티,2,5번,"(B1) 고객센터 옆 
(1F) 5번 출입구 옆",지하,1,지상,1,10,750,운행,8008-145
2호선,센텀시티,3,8번,"(B1) 롯데백화점 화장실 옆 
(1F) 8번 출입구 옆",지하,1,지상,1,13,1000,운행,8006-418
